classificacao|comentario
positivo|meu deus eu to com febre e dor no corpo dnv meu pai, eu sei que peço pra morrer mas eu n sabia que ia ser tão rápido
positivo|Bom dia Ainda não conseguir dormir de tanta dor de garganta
positivo|Eu n consegui dormir até agr e tô exausta, com dor de garganta e de cabeça... scrr
positivo|eu tive 3 dias de febre pesada, dor no corpo e tosse na semana que entramos em quarentena Citar Tweet Joleana @juzao · 3 h às vezes no silêncio da noite eu fico lembrando da febre e da tosse seca bizarra que eu tive quando cheguei da Itália em fevereiro Mostrar esta sequência
positivo|Acordei com muita dor de cabeça e garganta inflamada, acho que tô com corona
positivo|1000 graus de febre aiai vo morre
positivo|dor de cabeça insuperável pqp
positivo|to com falta de ar, devo me preocupar
positivo|To cm muita falta de ar sfd
positivo|Em resposta a @marianamontene eu passei uma semana com dor de cabeça e um pouco febril e já tava mds eu peguei covid
positivo|Tô morrendo de dor de cabeça e com febre,então vou ser obrigada a dormir
positivo|tô com muita febre e dor de cabeça
positivo|Tô com enjôo e agora veio a falta de ar
positivo|tô com dor de garganta e agora com tosse, ah pronto
positivo|e vamos de terceiro dia com febre, enxaqueca, hipotensão ortostática, tosse e coriza
positivo|tô com a mesma dor de cabeça desde ontem. corona, és tu?
positivo|tô com dor de garganta, dor de cabeça, me sentindo fraca e sem paladar kkkkkkkkkkk o covid chega pra todos né amores
positivo|Altas dor de garganta, vo fuma mais um cigarro
positivo|To com falta de ar e andar com a máscara piora 1000x a situação
positivo|minha mãe vindo falar q meu irmão tá com febre e falta de ar CORONA VIRUS EU VO TE AFOFA NA PORRADA
positivo|O corona não me mata pq essa dor de cabeça do inferno vai me matar primeiro
positivo|se eu não morrer de corona vou morrer de dor de cabeça ou de sla Citar Tweet loup O MAIS FLOP DESSA MERDA @nanduuh_0 · 5 de mai sim mais um dia aq madrugando com hoje já são 3 dias sem dormir
positivo|falta de ar do crl espero q não seja preciso ir pra hospital
positivo|essa falta de ar ainda vai me matar
positivo|Eu precisei trabalhar nos negócios da família que são essenciais e permitidos por lei, e peguei pneumonia, sabe o que é 2 semanas sem respirar direito? Pneumonia? Ter crise de falta de ar? Achar que vai morrer? Pedir oração de todo mundo? NÃO BRINCA!
positivo|Será que um dia meu nariz vai parar de ter coriza e de ficar congestionado?
positivo|Em resposta a @albrequi Por enquanto nada mas tive dor de cabeça e febre nesse findi, já tô emputecida
positivo|tô dentro do mercado, acabei de espirrar e tô com dor de cabeça, corona em nome de Jesus saia
positivo|Em resposta a @JoaoRicard_ Amigo eu fico com o peito cansado e com falta de ar toda vez.
positivo|Inclusive to cansadita e com dor de garganta com o c* na mão
positivo|Ontem apresentei muita tosse, diarreia e ardência nos olhos. Desconfiamos de covid e me isolei no meu quarto, ligamos para o centro de covid e a moça falou que geralmente os sintomas vao aparecendo com o passar dos dias, como a diarréia q aparece lá pro 3 dia e eu já tava +
positivo|pra aliviar a dor de garganta vo de brahma duplo malte fé ni deus
positivo|minha cabeça ta doendo, eu to com febre e eu nem me preocupo porque eu sei que tudo isso é a mais pura tristeza
positivo|acho que de todos os sintomas que eu to tendo, o pior tá sendo à falta de ar e dor no corpo td
positivo|Dor de garganta, nariz sangrando e a porra toda Citar Tweet M.V @moisesventuramv · 4 h Bom dia com dor de cabeça
positivo|agr além de dor na garganta eu to c DOR NA BUNDA NOSSA Q ÓDIO
positivo|É, tô ardendo em febre ... Grande noite
positivo|Dor de cabeça E garganta fudida
positivo|mds eu to com falta de ar faz dias sera q é corona?? kkkkk 0:26 1,3 mil visualizações De 𝖺𝗅𝗅𝗒;
positivo|to cheia de febre
positivo|Não sei se estou com falta de ar por conta da rinite ou se é sintoma de covid
positivo|Acordei péssima e cheia de dor + tosse cof cof
positivo|indo p fazenda com dor de garganta e febre
positivo|00:20 e eu com garganta inflamada, febre e sem conseguir dormir respondendo pergunta de aluno uma hora dessas.. não façam isso crianças
positivo|Eu simplesmente tô desesperada... Minha avó tá com suspeita de Covid-19 Ela está muito mal mesmo... a febre tá alta... Eu estou entrando em crise...
positivo|gente eu peguei COVID      COnstantemente e          inVolutariamente pensando e       Imaginando aquele rabão       Do jacob
positivo|Peguei covid-19 mais estou bem
positivo|Febre foi longe demais agora
positivo|To cheia de febre
positivo|gente a boa notícia de hoje pra quem gosta de mim é que meu olfato ta voltando e a dor de cabeça passou não é hoje que o corona me mata
positivo|a, estou muito quente ;-; acho que tô com febre ;-;
positivo|Taí um sintoma que eu, que estou com Covid-19 (13 dias de sintomas) mas nem tossi, tive. Aliás, perda de olfato parcial é fácil de detectar, vc sente gosto metálico ou 'de talco' na boca, e o cheiro das coisas fica estranho. PORÉM também é sintoma de sinusite.
positivo|fui falar pra minha mãe que eu estava com o nariz entupido e agora ela está achando que estou com covid-
positivo|Tomando o cimegripe, vamos descobrir se estou com covid-19 ou nao!!!! (Sim ja estou a 9 dias de quarentena desde q comecei a espirrar)
positivo|Estou com covid-19 :( O que tá rolando?
positivo|Mano, acordei com uma crise de tosse horrível.
positivo|Tô sentindo muita falta de ar pqp
positivo|minha sobrinha está internada por causa de febre, que Jesus a proteja
positivo|pergunta corona Estou com cansaço e meio febril, posso estar com covid?
positivo|véi eu tbm to doente, minha cabeça tá a ponto de explodir, tive febre e tudo
positivo|Bom dia pra qm acordou gripada e com febre
positivo|meu deus eu to com falta de ar?
positivo|fui dormir c febre e acordei c o nariz sangrando
positivo|'tia não saia de casa pelo amor de Deus eu to muito preocupada etc etc qualquer coisa me avisa, liga pra mim' titia hj: ah minha filha, todo mundo aqui pegou eu acho, tudo com febre e tosse sem sentir cheiro de nada. Não queria te preocupar. Tomei chá de jambu 
positivo|ontem foi o dia que mais senti falta de ar, e hoje faz 7 dias que to sem paladar e olfato, não tenham covid
positivo|Eu febre de 38,
positivo|aí que dor de garganta
positivo|Já tive febre 3x desde cheguei em #POA . Certo que eu já peguei essa bosta e ela não conseguiu me mandar pro hospital. #chupacoronavirus #COVID
positivo|Acordei com muita falta de ar, será que é corona ou só uma crise de asma?
positivo|Em resposta a @clorexiduda Imagino. Duro ter que trabalhar e ainda lidar com isso amada. Eu sou enfermeira e peguei Covid (trabalho numa unidade sentinela para Covid). Todas as amigas enfermeiras do outro vínculo (hospital especialista em dermatologia ) perguntando se eu tomei Cloroquina .
positivo|meu avô de 84 anos foi na policlínica semana passada, mandaram ele pra casa com receita e disseram que era pneumonia, não houve teste de covid, agora ele está no Aberlardo Santos sendo atendido ESPERO QUE FAÇAM O TESTE DE COVID NELE está com dor no peito e falta de ar
positivo|pugliesi ontem : fiquem em casa!! peguei covid e isso é muito sério pugliesi hoje: com alguns amigos em casa
positivo|Amigos Estou com dor de garganta Tudo pode piorar
positivo|Ajudei a a vizinha que tava passando mal com falta de ar, desesperada achando que ia morrer, e agora tô aqui morrendo de preocupação com o covid GIF
positivo|Em resposta a @ermidacarol não, vc tá sentindo só isso? corona é febre, coriza, tosse seca, dificuldade de respirar, algumas pessoas falaram de perder o olfato
positivo|Sikera confirmou infecção pelo coronavírus e apareceu ao vivo no #AlertaNacional com tosse e coriza
positivo|Dia 05 era só diarreia e nausea,tomei Dramin e parece que a nausea piorou,então comecei a tomar paracetamol com medo da febre Dia 06 perdi totalmente o meu olfato e totalmente o meu paladar,só ficava deitado,não tinha força para nada,mas sentia muita fome,muita fome mesmo
positivo|morrendo sufocada c falta de ar que cuuuuuuuu
positivo|Pai: a empresa tá com enfermeiros medindo quem tem febre e quem tem vai pra casa Mãe: e não te pegam não? Pai: não, eu me escondo PARABÉNS POR SER IRRESPONSÁVEL, PARABÉNS VC QUER PALMAS??? EU TE DOU PALMAS, TÁ DE PARABÉNS
positivo|tô passando mal, que falta de ar
positivo|Em resposta a @kams_alencar Os sintomas que eu mais odeio são as náuseas e as tremedeiras, seguidos da falta de ar. É um inferno
positivo|estou um pouco gripada com uma tosse horrível e meu tio me obrigou a ficar em casa e nem ir no hospital pegar atestado pro trabalho deixou. eu to é com vergonha de voltar a trabalhar kkkkkkkkkkkk
positivo|Bah n tô legal, corpo todo doído, enjoada master, sensação de cansaço, dor de cabeça e febril. N tô curtindo... até pq tive contato direto c um médico q testou positivo p corona quarta feira.
positivo|a última de ontem foi meu irmão com febre alta eh isso cansei
positivo|Umas semanas antes do carnaval comecei a passar mal, tive muita febre e dores ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀ ⠀Na semana do carnaval, piorei, fiquei péssima. Tive muuuita febre, fraqueza, dores por todo o corpo, dores de ouvido e garganta. Não conseguia ficar em pé+
positivo|eu sou tão azarada que nem sei como não peguei esse corona ainda
positivo|Em resposta a @filhaadefreud cara, eu não sei :/ na real, desde ontem estavam sentindo um desconforto. ele primeiro. ela sentiu tbm, ainda ontem. hoje eles acordaram bem pior, até falta de ar ela disse que sentiu. tá td mundo muito preocupado. vc sabe da situação, né...
positivo|Em resposta a @Ilse_SEP Por duas semanas ficamos desesperados, meu sobrinho se contaminou, foi bastante difícil mas os sintomas foram leves - febre, cansaço e dor de cabeça. Rezamos tanto...hj ele está melhor! Infelizmente esse senhor citado faleceu imagino o desespero de todos...que Deus o receba...
positivo|acordei com febre e dor de garganta me desejem sorte
positivo|Dei febre a noite toda e até agora não passou
positivo|Falta de ar fudida
positivo|faz três dias q tô com dor de cabeça e agr minha mãe tá com febre as coisas só melhoram
positivo|falta de ar agr n eu imploro
positivo|passei o dia com febre, será esse o meu fim?????
positivo|Agnesinha com pouco de febre
positivo|Minha irmã está com febre e dor de cabeça. Tô com medo
positivo|São muitas pessoas conhecidas com suspeita de #COVID19. Os números agora tem nomes e fico assustado com a velocidade com que os casos se propagam. Com o #lockdown em Santarém, por favor, fiquem em casa!!! Acreditem, vocês não querem sentir falta de ar e febre por 48h, como tive
positivo|Mt bom sentir dor de garganta e cabeça o tempo todo. Obg, Deux.
positivo|Eduardo Paes diz que está com Covid-19: ‘Estou bem, isolado em casa’ achei curioso que enquanto teve gente que morreu sem testar, tem gente literalmente testando em exames de rotina Eduardo Paes diz estar com Covid-19: ‘Estou bem, isolado em casa’ Ex-prefeito do Rio contou que foi fazer exames de rotina, dentre os quais o do coronavírus. g1.globo.com
positivo|To com falta de ar
positivo|Em resposta a @Caiiomarques1 Me manda estava ausente estou com covid
positivo|Febre, dor no corpo e cabeça pesada.. Jesus me ajuda
positivo|Pessoal, inacreditável que este MOLUSCO disse neste vídeo, não desejo mal para ninguém mais este desgraçado deveria pegar o Covid-19 , eu peguei e sei como é esta doença, terrível.
positivo|Em resposta a @auroraboreaaal Fica monitorando ela todos os dias. Se a falta de ar piorar ela vai ter que ir pro hospital. Meu irmão tá 100%, até já voltou a trabalhar. Eu e minha mãe ainda estamos em tratamento.
positivo|Se é catarro , garganta inflamada ou tosse já acho que é covid
positivo|Um tá sentindo muita falta de ar, o outro tá dando muita febre e tem gente o que????? BRINCANDO BRINCANDO Pessoas que desrespeitam isso são uns babacas filhas da puta
positivo|Em resposta a @naluusantos A médica da cemeru me passou dipirona 500mg de 6 em 6h em caso de febre ou dor .. Loratadina 10mg pra tomar 1 vez ao dia por 5 dias ..
positivo|acordei com um pouco de dor no corpo, medo de ser início de febre
positivo|Essa falta de ar n passa nunca , n aguento mais
positivo|e vamo de tosse seca e coriza
positivo|A dor de garganta que eu to ta surreal ta maluco
positivo|Em resposta a @d1n0saur0 eu ainda estou completando os 14 dias desde quando eu notei o primeiro sintoma (q eu me lembre né)..q foi quando dei febre e dor de garganta...minha febre durou dois dias e a garganta uns 4...depois disso perdi o olfato e paladar. N AGUENTO MAIS
positivo|Em resposta a @gnomaalta e @cinefilo_K Também tenho esse medo. A todo momento acho que tô com falta de ar...
positivo|ele teve febre, coriza, dor de cabeça, dor na garganta e começou a não sentir cheiro nem gosto de nd
positivo|Aí Deus pq fui falar com minha tia que peguei covid e hj q o povo de t.o me coloca no caixão
positivo|Tanta falta de ar, não consigo dormir
positivo|medo, tô com dor de garganta e dor no corpo....
positivo|To com uma dor de garganta insuportável
positivo|e vamos de febre corona por favor não me mata eu queria morrer de overdose tlgd
positivo|gente tô com muita falta de ar :(
positivo|que falta de ar
positivo|acho q tô c febre
positivo|Em resposta a @lavizinhaa poxa odeio febre
positivo|#CloroquinaSalvaVidas fui ao médico hj, sem febre, mas com leve dor de cabeça persistente por 7 dias e cansaço aumentando nos últimos 3 dias Alguém poderia decifrar o q médico receitou Citar Tweet Luis Dias @atco_dias · 20 min Em resposta a @Quemela e @gen_paulosergio Estive agora no HFAG e me receitaram (foto). Não sei para q serve. Vou procurar um médico particular Perguntei sobre o exame do COVID e ele falou q só para internados e q minha opção seriar procurar no particular no valor de 400 reais #CloroquinaSalvaVidas
positivo|peguei corona-virus, tomei cloroquina e estou ótimo Citar Tweet Ed  EdTKD  Xbox Live 90 million month users HYPE · 1 h É pra isso aqui que vocês estão hypando tanto?! Credo...
positivo|Gente e hoje o ministério da saúde ligou no celular da minha mãe. Perguntando se ela teve febre, dor de garganta
positivo|Eu nem lembrava que entre Canadá e NY eu tava bem gripada: tosse, coriza e dor forte na garganta! To real na esperança de já ter tido Covid19 - se rolar algum tipo de imunização adquirida.
positivo|Em resposta a @pesquisapopular e @ODEIOCOMUNISMO Não tomaria pq se os sintomas são leves então não há necessidade... Estou com covid tomei dipirona e Tylenol no início das febres e agora que foi oficialmente constatado só estou tomando azitromicina... minha família tem farmácia e eu optei por não tomar cloroquina!
positivo|Estou a uma passo do desespero após saber que o estado do meu irmão com covid19 está se agravando
positivo|Eu quando peguei covid-19 chegando na empresa 0:09 82,1 mil visualizações De ruan ➐
positivo|Em resposta a @maristrassburge Meu pai está com Covid19, em estado grave em um hospital particular, desde sábado estou morando no hospital,
positivo|To c febre e muita dor no corpo, odeio ficar assim
positivo|Acordei no meu da madrugada com falta de ar e muito calafrio agr eu acordei com muita dor no corpo e com febre corona se for pra me matar faz rápido
positivo|Falei com Paloma agorinha que minha mãe tava melhorando, agora ela me liga e fala que tá indo pro hospital novamente com falta de ar
positivo|Em resposta a @Randomk_ nao sei ainda tomara que nao mas nao to me sentindo been to c dor de cabeça e um pouco de febre etc
positivo|Acho que peguei esse covid eu já tenho problema de respiração, hoje eu estou com mas dificuldade para respira
positivo|Dor de garganta tá tendo ainda
positivo|eu to sentindo falta de ar d novo
positivo|Em resposta a @TatianeFeitos Meu sobrinho e esposa de 36 e 34 anos pegou de sua filia de um ano, A sobrinha levou 1 semana é ficou bem, lembra uma gripe comum! Já o meu sobrinho sentiu um pouco por ser fumante, dor de cabeça, febre, em 10 Dias melhorou rápido. O nenê deles está bem saudável! Só alegria
positivo|Segundinha: Dor de cabeça Febre Aumento da vontade de morrer Hello Coronga, bem vindo a este ambiente inóspito
positivo|Minha mãe tem saído constantemente de casa Ai hoje venho uma mulher do salão fazer o cabelo dela e cortar o meu Ai agora depois de ter ido no mercado pela SEGUNDA vez do dia Ela tá com uma puta tosse e mal
positivo|foi eu saber disso q comecei a ter falta de ar
positivo|2° caso de morte por covid q ronda minha família (mãe de 1 pessoa q é casada com uma tia bem proxima) Estou cada vez + triste e com medo. Mergulhando em estudos e exercícios pra poder esquecer. Deus, ja perdi 2 pessoas importantíssimas ano passado, n suporto perder outra tão cedo
positivo|Mãe, o Rodrigo saiu e não voltou até agora. Claramente eu peguei Covid dele k Citar Tweet 𝒂𝒏𝒏𝒆. @szjeonn · 30 de abr vc morreu, e a última mensagem que vc mandou no wpp, vai estar escrito na sua lápide Mostrar esta sequência
positivo|nesses ultimos dias eu estava tendo tosse seca e dificuldade para respirar fiz os exames e hj saiu o resultado deu positivo sim eu fui diagnosticado como rei delas
positivo|dor e febre, me livra dessa pai
positivo|Em resposta a @diamanty_ A gente não sabe o que eh pior... Passar o dia espirrando e com coriza ou ficar o dia todo como um zumbi com antialérgico....
positivo|Falta de ar filha da puta
positivo|nossa q tosse seca eh essa toda hora
positivo|mais um dia acordando com febre estaria eu ********?
positivo|Eu to com febre?????????
positivo|Olhem estou a ficar doente e com medo de ter corona :)
positivo|Estou com a garganta doendo e com dor de cabeça. Pode ser Covid-19? Sim Não 2 votos · 11 horas restantes
positivo|Tô é preocupada com essa minha tosse seca
positivo|Oi bichinhos, tudo bem? Lembra que hj teria a dinâmica #retrospecgowan? Pois é, a adm aqui achou melhor deixar para um outro dia porque estou doente (suspeita de Corona) então eu vou descansar um pouco e tentar ficar melhor para ir com tudo nessa dinâmica outro dia, tudo bem? 
positivo|meu deus eu to com febre?????? corona virus
positivo|e ulisses q tá há horas tentando me convencer q minha falta de ar n é covid
positivo|Em resposta a @gannadas Bem melhor, amiga.. só um pouco de tosse e nariz ruim ainda
positivo|to com falta de ar scrr
positivo|to ruim mané
positivo|peguei corona mais nao deixei de fazer o enem #asklosers
positivo|hoje acordei: com dor de cabeça, coriza, tosse e enjoo
positivo|Me arrependo muito de ter saido e desacreditado do virus, ate eu pegar o virus e ficar morrendo de medo de ter passado pra minha família, não da pra explicar a angústia que fiquei, não por mim e sim por eles, então fica em casa povo não é brincadeira, a falta de ar é insuportável
positivo|Bom gente, fui diagnosticado com COVID esta madrugada, não é fácil, febre, dor no corpo, dor de garganta, mas, graças a Deus, nenhum problema respiratório, só sinto uma queimação nos pulmões, mas continuo na luta
positivo|Eu estou com falta de ar KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK
positivo|Tô com dor de garganta vou escrever meu testamento
positivo|acordei c um pouco de dor de garganta medo de corona
positivo|to com falta de ar
positivo|Era pra mim ter começado o desenho do jungwoo, mas a dor de garganta me derrubou
positivo|Queria conseguir dormir logo, mas essa febre não passa
positivo|Em resposta a @ytaalooooo e @meoearp Tosse Febre Coriza Dor de garganta Dificuldade para respirar será que faço bingo até quarta?
positivo|Falta de ar nível 1000, vou dormir pra ver se morro
positivo|Dor de cabeça, febre e tontura já passou... só falta a tosse
positivo|Que falta de ar infeliz é essa
positivo|Em resposta a @tah_viapiana @femazzei mano, falei que eu tive um sintomas estranho em fevereiro. Foi uma febre de 39 e depois passou.
positivo|Putsss Meu pai com febre, eu e Leandro tossindo
positivo|Tô com 38 de febre mas tô felizão pra krl vtfd e é isso q importa pourrah kk
positivo|Eu tenho uma pequena desconfiança de que peguei o Corona há duas semanas. Tive dor de garganta leve, fiquei uns 3 dias afônica, coriza, tosse, porém SEM febre. Estive em aeroporto no dia 25/fev e fui num aniversário em 7 de março. Tomara que no futuro haja testes para 'depois'.
positivo|queimando em febre.... covid é vc? GIF
positivo|se me der febre de novo eu me mato de vez
positivo|to abafadao com falta de ar e febre :(
positivo|e eu que estou doente e não fui pra escola pq a minha mãe tem medo que seja corona??? De lauv
positivo|coriza desgraçada
positivo|Em resposta a @juzao Mds e eu tbm fiquei com febre e tosse e perdi totalmente meu olfato no início de março quando só tinha 1 caso no Brasil, mas nem sabiam ainda que isso era sintoma
positivo|falta de ar do caraio
positivo|Estou tendo febre, perdi o paladar e com coriza também
positivo|Em resposta a @myliifeagain amg por incrível q pareça to bem só com dor de garganta. oq se passa vem de dm
positivo|Meu pai tá se sentindo muito mal com dor no peito e febre, vai ter que ir no hospital e eu tô simplesmente em Pânico nesse momento
positivo|porra que falta de ar
positivo|ele adoeceu uma semana antes do óbito, mas aparentemente o caso n parecia grave, acreditava-se ser só uma 'gripezinha'. ele n apresentava febre, nem dor de cabeça, apenas tosse e cansaço, o caso se agravou no dom (10/05/dias das mães) qnd ele sentiu uma preocupante falta de ar+
positivo|Acho que minha vizinha foi pro hospital com suspeita de covid19 Eu acordei com ela gritando por falta de ar.
positivo|Em resposta a @whereskiesareb Nao to brincando nao cara.... to sem olfato, paladar..... ontem me deu uma pequena falta de ar
positivo|Tô com uma dor de garganta e uma dor de ouvido do crc, tá fd
positivo|Febre vindo dnv
positivo|Em resposta a @gerhard_breda eu tava assim sábado e com coriza e febre hoje tô com dor no peito, dificuldade pra respirar e tosse me alivia que ninguém do trampo apresentou sintomas ainda. e só posso ter pego de lá
positivo|hoje morta de dor na garganta parece uma afta
positivo|e vamos de dor de garganta
positivo|to ardendo em febre, tu ta doido
positivo|(...) Acordei com falta de ar, batimentos cardíacos acelerados, ânsia de vômito e diarréia. O pior foi a falta de ar, é horrível. A pergunta: Como ir no hospital em tempos de #COVID19? Estou melhor, mas com muito medo. Já que minha pressão foi a 17/12, mas com 3 remédios, baixou.
positivo|Em resposta a @nfragale_ e @viccmc_ e isso acabou me acalmando mais, e eu já tinha tomado mtoooo remédio descongestionante, aí qd o nariz desentupiu minha respiração melhorou. Acho q foi uma ação conjunta, mas o xarope p tosse q coça garganta ajuda mto pq eu n conseguia parar de tossir...
positivo|Em resposta a @bydreamlr tomara! tô bem mal pq minha mae ta no hospital agora, passou a noite com muita dor de cabeça e agr foi pro hospital, acabou de fazer o teste pra covid e ta aguardando o resultado. to me tremendo toda
positivo|Fui no mercado ontem Tenho imunidade baixa Acordei tossindo Tô com febre Turubom beninas
positivo|Aí que raiva, acordei com febre pra kct, cheia de dor de cabeça, e mta vontade de vomitar, AAAAAAA que cu, eu n quero ficar doente em pleno covid
positivo|vou ficar com dor de garganta
positivo|Acordei com falta de ar e n consegui dormir mais
positivo|falta de ar
positivo|porra, acordei c dor de garganta hoje, cada dia uma coisa..
positivo|Bom dia pra quem quase não pode entrar pra trabalhar, por que acusou febre no termômetro
positivo|q dor de garganta e essa
positivo|Ja estou com tosse de cachorro kkkkkk que ranço
positivo|Em resposta a @agatacleidee Se curou da tosse?
positivo|Em resposta a @Ricar_ddo Não tive febre nem tosse, mas achei que ia morrer do coração... Fiquei quieto em quarentena e por sorte deu certo... Se tivesse tomado esse remédio que li dar taquicardia não sei se estaria escrevendo...
positivo|Tô com uma tosse seca fodida que começou h
positivo|Agora vem uma tosse chata !
positivo|Febre passou, graças ao Pai
positivo|7° dia de isolamento: Tosse continua. Unimed me fazendo perder a paciência. Muita saudade de estar perto da família, do namorado. Muito agradecida a Deus pelo dom da vida!
positivo|Acordei 3:40 com falta de ar
positivo|minha tosse voltou e junto veio a queimação no peito que inferno cara
positivo|Uma febre e o joelho inchado que maravilha de noite
positivo|#perguntacorona Tive febre , dor de garganta, dor de cabeça, dor atrás dos olhos e perca de olfato e paladar posso ter tido covid?
positivo|tô com dor de garganta
positivo|Acorda umas horas dessa com febre
positivo|Como assim eu peguei corona e passou????? Mds achei q foi só uma gripe passageira
positivo|Gente o negócio ta tão feio que nem de casa eu saio, e ainda sim peguei covid
positivo|Tô queimando de febre
positivo|Gente tô com febre, serasi se tô com corona????
positivo|Em resposta a @DocRenac e @muniz_andrezza Tive na família, 02 casos, casal de tios, ambos no grupo de risco, tiveram quase todos os sintomas, febre alta, coriza, tosse, dores na cabeça e dores no corpo, só falta de ar que não fez parte do quadro. Tratamento: Hidroxicloroquina + Azitromicina. Graças a Deus estão curados
positivo|nossa eu tava doente com uma dor de garganta horrível nem aproveitei o último dia no colégio Citar Tweet Lare @laressa · 53 min Como foi o último dia legal de vocês antes da quarentena? Mostrar esta sequência
positivo|Mistura gripe + dor de ouvido + dor de garganta + rinite atacada = fudida = eu
positivo|ja to com dor de cabeça e garganta
positivo|Em resposta a @abxtrzct :: to tossindo demais e com muita dor de garganta.
positivo|Tá me dando febre e eu tô puta
positivo|Falta de ar
positivo|quarto dia de febre deus me ajuda
positivo|Sintomas gripais, sem febre por enquanto. Consulta logo mais. Oremos.
positivo|Em resposta a @TercilaDos dor de cabeça, tou espirrando dms, tosse bem de leve, e coriza
positivo|meu vô ta com falta de ar e se recusa a ir pro hospital ai olha um dia a teimosia vai matar ele
positivo|É febre,é dor de cabeça,é dor no ouvido,só Jesus.
positivo|dor de cabeça, aperto no peito, falta de ar, hoje não é meu dia mesmo
positivo|Chorando q nem uma criança pq meu irmão não quer me abraçar só porque to com febre
positivo|mt dor de cabeça e falta de ar pqp..
positivo|olha eu sentindo falta de ar novamente, mas dessa vez acho q não é covid caralho senhor não me leva não, porra, eu só tenho 24 anos e tenho coisa pra caralho pra fazer
positivo|seria essa dor de cabeça infernal só sinusite ou começo de corona?
positivo|Febre+Dor de cabeça+conjuntivite = insuportável
positivo|To queimando de febre
positivo|Dor de cabeça Dor no peito Falta de ar
positivo|Em resposta a @yshrpink e @ioxihara Peguei corona
positivo|Papo reto, eu acho que estou com corona vírus
positivo|João tá com muita febre
positivo|falta de ar filha da puta uma hora dessa
positivo|Eu todinha, hoje acordei com dor de garganta Citar Tweet Gabrielle @gabidornelesss · 10 h Pode tá um friozão, mas eu sempre vou dormir com o ventilador ligado
positivo|Mano do céu to com mt falta de ar, tomara que seja coisa da minha cabeça
positivo|Minha garganta tá arranhando, meu nariz estava com coriza, tô com dor de cabeça e tô achando meu corpo estranho........ Acho que é a décima quinta vez que eu acho que peguei corona
positivo|Agora há pouco recebi uma notícia de me entristecer, a minha avó que reside em Cachoeiro de Itapemirim deu entrada no hospital com muita falta de ar. E isso me preocupa por conta da pandemia no qual estamos vivenciando.
positivo|Não sei se essa falta de ar é minha adenoide, minha ansiedade ou o covid oremos
positivo|João está com febre, é hoje q eu não durmo..
positivo|Falta de ar do cacete
positivo|Em resposta a @WinstonLing Eu estou com COVID 19 graças a Deus tô boas!
positivo|Hoje eu não estou muito bem, acho que posso estar com febre ou algo assim
positivo|Em resposta a @anyloukamaa Se cuida amore. Tbm acordei com febre e vários sintomas de meeerda
positivo|adivinham quem está com falta de ar e não consegue dormir
positivo|Em resposta a @knjutopia to com febre o dia todo, totura, dor de cabeça, cólica... to so o caco
positivo|Acho incrível que eu passei praticamente uma semana tendo calafrios, dores, febre, morrendo basicamente e meus pais nem me levaram pra Juazeiro/Petrolina que ficava a mais ou menos uma hora de onde eu morava descobririam o problema mais cedo e eu não precisaria passar por aquilo
positivo|Não sabia que era possível mas acabei de descobrir que minha cabeça queima de tanta ansiedade, sim estou com febre kkkkk eu vou morrer
positivo|Sim os boatos são verdadeiros, hoje eu peguei covid
positivo|Em resposta a @Uniicorna1 e @konohatrix vo toma um analan pra tosse
positivo|ah pronto meu pai passou mal a noite toda com falta de ar, foi pro hospital e tá seguindo o protocolo pra quem tem suspeita de covid porque o resultado do teste vai demorar uma vida
positivo|Fui pro hospital de carro as 10 da noite porque estou com sintomas de Covid. Vou tomar multa pq minha placa é par e o dia era ímpar mas entre tomar a multa e infectar um taxista eu preferi a multa. Ao contrário do Bruno Covas eu de fato penso no próximo Citar Tweet UOL Notícias @UOLNoticias · 2 h SP: novo rodízio tira carros das ruas mas causa aglomeração nos transportes http://zpr.io/t4EkV
positivo|Que cansaço e falta de ar é essa...
positivo|acordei com dor de garganta
positivo|Tô com febre, corona és tu?
positivo|Essa dor de garganta nao vai passar nunca?
positivo|Em resposta a @kalincats Não sei exatamente quanto tempo tem, mas tem duas semanas que comecei a ter tosse e uma semana que comecei a ter cansaço e falta de ar. Antes disso tive dor de cabeça. Fiz o teste na terça. Não tive febre, foi só dor de cabeça e algo que parecia uma asma brônquica
positivo|Pior do que ter os sintomas e estar em um país que não faz o teste pro #COVID19 se vc não tiver com falta de ar.
positivo|falta de ar e a gente não sabe se é ansiedade corona estresse início de um ataque cardíaco Citar Tweet myllena dalla @stwrtdalla · 18 h dor no peito não sei se é gases ansiedade corona estresse início de um ataque cardíaco sei lá tá foda
positivo|Estou com febre vou morrer
positivo|hm acordei mais gripada que o normal e to com falta de ar
positivo|Acordei com uma tosse horrível
positivo|realmente o que tava faltando pra minha quarentena era uma dor de garganta, mt bom
positivo|atualizacao: fui no medico com falta de ar e dor no peito, fiz exame e minha respiracao ESTA NORMAL Citar Tweet LANA @bIacxwidow · 2 h pois eh galerar, estou sentindo falta de ar desde ontem e hoje vou no hospital 0:25 96 visualizações
